Location,Entry Id,Created Date,Action,Amount,Cash Drawer,Payout Reason,No Sale Reason,Comment,Employee,Employee 2
2919 Blanco Rd,800000030567536807,10/10/25 6:04 AM,CASH_PAYMENT,17.56,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030567579412,10/10/25 6:10 AM,CASH_PAYMENT,16.69,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000030567634076,10/10/25 6:17 AM,CASH_PAYMENT,6.47,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030567638973,10/10/25 6:17 AM,CASH_PAYMENT,7.57,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030567648420,10/10/25 6:19 AM,CASH_PAYMENT,5.39,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030567648945,10/10/25 6:19 AM,CASH_PAYMENT,10.59,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000030567654462,10/10/25 6:19 AM,CASH_PAYMENT,7.01,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000030567685950,10/10/25 6:23 AM,CASH_PAYMENT,6.46,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030567686642,10/10/25 6:24 AM,CASH_PAYMENT,0.70,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000030567734992,10/10/25 6:30 AM,CASH_PAYMENT,14.55,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030567890801,10/10/25 6:46 AM,CASH_PAYMENT,3.24,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030568035236,10/10/25 6:59 AM,CASH_PAYMENT,11.10,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030568132344,10/10/25 7:06 AM,CASH_PAYMENT,16.23,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000030568176183,10/10/25 7:08 AM,CASH_PAYMENT,17.49,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000030568413300,10/10/25 7:23 AM,CASH_PAYMENT,9.27,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030568433475,10/10/25 7:24 AM,CASH_PAYMENT,13.74,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030568626342,10/10/25 7:34 AM,CASH_PAYMENT,14.08,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030568720678,10/10/25 7:39 AM,CASH_PAYMENT,6.45,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030568744087,10/10/25 7:41 AM,CASH_PAYMENT,4.30,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030568819185,10/10/25 7:44 AM,CASH_PAYMENT,4.30,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000030568841631,10/10/25 7:46 AM,CASH_PAYMENT,4.59,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030569031016,10/10/25 7:56 AM,CASH_PAYMENT,8.62,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000030569051662,10/10/25 7:57 AM,CASH_PAYMENT,4.63,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
