Location,Entry Id,Created Date,Action,Amount,Cash Drawer,Payout Reason,No Sale Reason,Comment,Employee,Employee 2
2919 Blanco Rd,800000031160138576,10/25/25 6:55 AM,CASH_PAYMENT,4.30,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031160218366,10/25/25 7:05 AM,CASH_PAYMENT,32.12,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031160611358,10/25/25 7:39 AM,CASH_PAYMENT,8.19,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031161040475,10/25/25 8:07 AM,CASH_PAYMENT,7.89,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031161118763,10/25/25 8:11 AM,CASH_PAYMENT,9.18,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031161948503,10/25/25 8:49 AM,CASH_PAYMENT,23.96,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031161963897,10/25/25 8:50 AM,CASH_PAYMENT,11.10,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031162000214,10/25/25 8:51 AM,CASH_PAYMENT,6.90,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031162035132,10/25/25 8:52 AM,CASH_PAYMENT,14.31,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031162555887,10/25/25 9:11 AM,CASH_PAYMENT,19.21,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031162788092,10/25/25 9:19 AM,CASH_PAYMENT,4.59,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031162916005,10/25/25 9:24 AM,CASH_PAYMENT,7.58,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031162948357,10/25/25 9:25 AM,CASH_PAYMENT,2.80,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031163017906,10/25/25 9:27 AM,CASH_PAYMENT,7.89,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031163134682,10/25/25 9:31 AM,CASH_PAYMENT,8.62,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031163415357,10/25/25 9:40 AM,CASH_PAYMENT,38.46,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031163484746,10/25/25 9:42 AM,CASH_PAYMENT,20.98,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031163677029,10/25/25 9:48 AM,CASH_PAYMENT,10.16,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031163875086,10/25/25 9:54 AM,CASH_PAYMENT,20.92,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031164238883,10/25/25 10:05 AM,CASH_PAYMENT,3.73,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031164389958,10/25/25 10:09 AM,CASH_PAYMENT,9.49,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031164412649,10/25/25 10:09 AM,CASH_PAYMENT,6.46,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031164526471,10/25/25 10:12 AM,CASH_PAYMENT,6.78,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031164981390,10/25/25 10:23 AM,CASH_PAYMENT,22.14,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031164984105,10/25/25 10:23 AM,CASH_PAYMENT,25.87,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
2919 Blanco Rd,800000031165030623,10/25/25 10:25 AM,CASH_PAYMENT,29.31,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031165112480,10/25/25 10:27 AM,CASH_PAYMENT,37.65,Drive Thru Cash Drawer,,,Cash payment,Cin Cin,
