Location,Entry Id,Created Date,Action,Amount,Cash Drawer,Payout Reason,No Sale Reason,Comment,Employee,Employee 2
2919 Blanco Rd,800000031308973609,10/29/25 5:55 AM,CASH_PAYMENT,16.20,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031309028420,10/29/25 6:08 AM,CASH_PAYMENT,2.15,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309087379,10/29/25 6:19 AM,CASH_PAYMENT,4.30,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309143770,10/29/25 6:29 AM,CASH_PAYMENT,7.34,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309172698,10/29/25 6:33 AM,CASH_PAYMENT,2.15,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031309188828,10/29/25 6:35 AM,CASH_PAYMENT,7.62,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309199553,10/29/25 6:37 AM,CASH_PAYMENT,5.39,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309231974,10/29/25 6:41 AM,CASH_PAYMENT,14.04,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309346389,10/29/25 6:55 AM,CASH_PAYMENT,3.24,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309390919,10/29/25 7:00 AM,CASH_PAYMENT,15.15,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031309413253,10/29/25 7:02 AM,CASH_PAYMENT,7.89,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309472973,10/29/25 7:08 AM,CASH_PAYMENT,3.24,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309516391,10/29/25 7:12 AM,CASH_PAYMENT,1.32,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309663232,10/29/25 7:23 AM,CASH_PAYMENT,4.31,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309695988,10/29/25 7:26 AM,CASH_PAYMENT,7.46,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031309784824,10/29/25 7:32 AM,CASH_PAYMENT,12.04,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031309807258,10/29/25 7:34 AM,CASH_PAYMENT,24.93,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310014830,10/29/25 7:49 AM,CASH_PAYMENT,2.15,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310104384,10/29/25 7:55 AM,CASH_PAYMENT,4.31,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031310117898,10/29/25 7:56 AM,CASH_PAYMENT,5.56,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310145385,10/29/25 7:58 AM,CASH_PAYMENT,18.64,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310177758,10/29/25 8:00 AM,CASH_PAYMENT,5.13,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310193994,10/29/25 8:01 AM,CASH_PAYMENT,4.30,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031310250647,10/29/25 8:04 AM,CASH_PAYMENT,6.47,Drive Thru Cash Drawer,,,Cash payment,PM Cashier C,
2919 Blanco Rd,800000031310258027,10/29/25 8:05 AM,TIP_OUT,-8.71,Drive Thru Cash Drawer,,,Tips paid out from shift review.,PM Cashier C,PM Cashier C
2919 Blanco Rd,800000031310259699,10/29/25 8:05 AM,CLOSE_OUT_EXACT,0.00,Drive Thru Cash Drawer,,,Close out balance matches expected balance,PM Cashier C,
2919 Blanco Rd,800000031310298138,10/29/25 8:07 AM,CASH_PAYMENT,5.39,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031310372127,10/29/25 8:12 AM,CASH_PAYMENT,1.69,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031310499853,10/29/25 8:20 AM,CASH_PAYMENT,2.70,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031310551613,10/29/25 8:23 AM,CASH_PAYMENT,7.01,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310605252,10/29/25 8:26 AM,CASH_PAYMENT,20.27,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310613152,10/29/25 8:26 AM,CASH_PAYMENT,7.28,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031310846469,10/29/25 8:41 AM,CASH_PAYMENT,33.11,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310853026,10/29/25 8:42 AM,CASH_PAYMENT,6.46,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310928109,10/29/25 8:46 AM,CASH_PAYMENT,34.80,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031310944860,10/29/25 8:48 AM,CASH_PAYMENT,13.76,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311006451,10/29/25 8:51 AM,CASH_PAYMENT,8.65,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311020961,10/29/25 8:52 AM,CASH_PAYMENT,2.15,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311076965,10/29/25 8:56 AM,CASH_PAYMENT,8.63,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311081465,10/29/25 8:56 AM,CASH_PAYMENT,2.98,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031311091097,10/29/25 8:57 AM,CASH_PAYMENT,8.63,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311246484,10/29/25 9:06 AM,CASH_PAYMENT,4.75,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311308073,10/29/25 9:10 AM,CASH_PAYMENT,7.54,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311348459,10/29/25 9:12 AM,CASH_PAYMENT,2.48,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311451165,10/29/25 9:18 AM,CASH_PAYMENT,5.39,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031311472549,10/29/25 9:20 AM,CASH_PAYMENT,12.67,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311479558,10/29/25 9:20 AM,CASH_PAYMENT,5.39,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031311494919,10/29/25 9:21 AM,CASH_PAYMENT,7.55,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311545776,10/29/25 9:24 AM,CASH_PAYMENT,22.75,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031311578253,10/29/25 9:26 AM,CASH_PAYMENT,7.61,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031311621865,10/29/25 9:29 AM,CASH_PAYMENT,7.67,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311698437,10/29/25 9:33 AM,CASH_PAYMENT,4.96,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311719051,10/29/25 9:34 AM,CASH_PAYMENT,16.19,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311782884,10/29/25 9:38 AM,CASH_PAYMENT,10.19,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311804110,10/29/25 9:40 AM,CASH_PAYMENT,36.68,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031311880889,10/29/25 9:44 AM,CASH_PAYMENT,5.40,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312014266,10/29/25 9:52 AM,CASH_PAYMENT,22.46,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031312058239,10/29/25 9:55 AM,CASH_PAYMENT,4.30,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312095808,10/29/25 9:57 AM,CASH_PAYMENT,21.48,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031312161608,10/29/25 10:00 AM,CASH_PAYMENT,6.46,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312172627,10/29/25 10:01 AM,CASH_PAYMENT,5.39,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312280176,10/29/25 10:06 AM,CASH_PAYMENT,14.47,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312414164,10/29/25 10:12 AM,CASH_PAYMENT,8.62,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312451662,10/29/25 10:14 AM,CASH_PAYMENT,9.70,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312647819,10/29/25 10:23 AM,CASH_PAYMENT,8.93,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031312744558,10/29/25 10:27 AM,CASH_PAYMENT,28.35,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031312862620,10/29/25 10:32 AM,CASH_PAYMENT,18.89,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031313013969,10/29/25 10:38 AM,CASH_PAYMENT,9.59,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031313139402,10/29/25 10:43 AM,CASH_PAYMENT,15.65,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031313253706,10/29/25 10:47 AM,CASH_PAYMENT,4.96,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031313313443,10/29/25 10:49 AM,CASH_PAYMENT,7.11,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031313638501,10/29/25 11:00 AM,CASH_PAYMENT,2.15,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031313669401,10/29/25 11:01 AM,CASH_PAYMENT,7.54,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031313882410,10/29/25 11:07 AM,CASH_PAYMENT,32.42,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031314056902,10/29/25 11:11 AM,CASH_PAYMENT,16.71,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031314828122,10/29/25 11:31 AM,CASH_PAYMENT,10.81,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031315626370,10/29/25 11:51 AM,CASH_PAYMENT,11.90,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031315807831,10/29/25 11:56 AM,CASH_PAYMENT,2.15,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031316190376,10/29/25 12:05 PM,CASH_PAYMENT,4.75,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031316486986,10/29/25 12:13 PM,CASH_PAYMENT,7.72,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031316553221,10/29/25 12:14 PM,CASH_PAYMENT,7.57,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031316625009,10/29/25 12:16 PM,CASH_PAYMENT,7.99,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031316872160,10/29/25 12:23 PM,CASH_PAYMENT,2.00,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031316904598,10/29/25 12:23 PM,CASH_PAYMENT,7.44,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031317039829,10/29/25 12:27 PM,CASH_PAYMENT,27.01,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031317094122,10/29/25 12:28 PM,CASH_PAYMENT,39.96,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031317185378,10/29/25 12:31 PM,CASH_PAYMENT,8.36,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031317209178,10/29/25 12:31 PM,CASH_PAYMENT,17.04,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031317413875,10/29/25 12:37 PM,CASH_PAYMENT,15.63,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031317489174,10/29/25 12:39 PM,CASH_PAYMENT,9.50,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031317988198,10/29/25 12:54 PM,CASH_PAYMENT,16.96,Front Box Cash Drawer,,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031318452764,10/29/25 1:07 PM,TIP_OUT,-22.00,Front Box Cash Drawer,,,Tips paid out from shift review.,Cinthia Patlan,Sami Martinez 
2919 Blanco Rd,800000031318476239,10/29/25 1:08 PM,CASH_PAYMENT,6.46,Drive Thru Cash Drawer (2),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031318482383,10/29/25 1:08 PM,TIP_OUT,-35.00,Front Box Cash Drawer,,,Tips paid out from shift review.,Maria  Salazar,Maria  Salazar
2919 Blanco Rd,800000031318503213,10/29/25 1:09 PM,TIP_OUT,-9.00,Front Box Cash Drawer,,,Tips paid out from shift review.,AM CASHIER,AM CASHIER
2919 Blanco Rd,800000031318506410,10/29/25 1:09 PM,CLOSE_OUT_EXACT,0.00,Front Box Cash Drawer,,,Close out balance matches expected balance,AM CASHIER,
2919 Blanco Rd,800000031318610571,10/29/25 1:12 PM,TIP_OUT,-31.00,Drive Thru Cash Drawer (2),,,Tips paid out from shift review.,samantha lopez,samantha lopez
2919 Blanco Rd,800000031318631297,10/29/25 1:13 PM,CLOSE_OUT_EXACT,0.00,Drive Thru Cash Drawer (2),,,Close out balance matches expected balance,samantha lopez,
2919 Blanco Rd,800000031319501616,10/29/25 1:40 PM,CASH_PAYMENT,16.75,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031319697485,10/29/25 1:46 PM,CASH_PAYMENT,5.62,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031320724623,10/29/25 2:19 PM,CASH_PAYMENT,17.24,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031320969715,10/29/25 2:27 PM,CASH_PAYMENT,30.93,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031321239627,10/29/25 2:36 PM,CASH_PAYMENT,24.11,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031321281965,10/29/25 2:38 PM,CASH_PAYMENT,2.70,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031321411797,10/29/25 2:42 PM,CASH_PAYMENT,18.24,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031321791419,10/29/25 2:56 PM,CASH_PAYMENT,6.45,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031322003718,10/29/25 3:03 PM,CASH_PAYMENT,40.00,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031322227557,10/29/25 3:10 PM,CASH_PAYMENT,6.47,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031323385397,10/29/25 3:50 PM,CASH_PAYMENT,3.73,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031323498128,10/29/25 3:53 PM,CASH_PAYMENT,65.43,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031323898344,10/29/25 4:05 PM,CASH_PAYMENT,8.61,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031324152112,10/29/25 4:12 PM,CASH_PAYMENT,5.40,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031324999989,10/29/25 4:34 PM,CASH_PAYMENT,44.29,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031325420242,10/29/25 4:44 PM,CASH_PAYMENT,10.82,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031326430039,10/29/25 5:05 PM,CASH_PAYMENT,4.85,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031326512438,10/29/25 5:07 PM,CASH_PAYMENT,6.45,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031327694757,10/29/25 5:30 PM,CASH_PAYMENT,15.46,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031328552627,10/29/25 5:45 PM,CASH_PAYMENT,12.98,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031329126658,10/29/25 5:56 PM,CASH_PAYMENT,10.59,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031330125967,10/29/25 6:13 PM,CASH_PAYMENT,14.06,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031331159266,10/29/25 6:32 PM,CASH_PAYMENT,8.16,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031331793006,10/29/25 6:44 PM,CASH_PAYMENT,7.02,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031332966802,10/29/25 7:07 PM,CASH_PAYMENT,14.06,Front Box Cash Drawer (2),,,Cash payment,AM CASHIER,
2919 Blanco Rd,800000031333655578,10/29/25 7:21 PM,CASH_PAYMENT,6.79,Drive Thru Cash Drawer (3),,,Cash payment,samantha lopez,
2919 Blanco Rd,800000031335660351,10/29/25 8:09 PM,TIP_OUT,-33.00,Front Box Cash Drawer (2),,,Tips paid out from shift review.,Maria  Salazar,Sami Martinez 
2919 Blanco Rd,800000031335782613,10/29/25 8:13 PM,TIP_OUT,-8.66,Front Box Cash Drawer (2),,,Tips paid out from shift review.,AM CASHIER,AM CASHIER
2919 Blanco Rd,800000031335789130,10/29/25 8:13 PM,CLOSE_OUT_EXACT,0.00,Front Box Cash Drawer (2),,,Close out balance matches expected balance,AM CASHIER,
2919 Blanco Rd,800000031335835887,10/29/25 8:14 PM,TIP_OUT,-27.75,Drive Thru Cash Drawer (3),,,Tips paid out from shift review.,samantha lopez,samantha lopez
